assignmentId: 22O6NG1FS3NY13MLIQ6ZYZL36RSZLM
task-5-character-0-alphabet: sylheti
task-5-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh20cehcip.png
task-5-character-0-character-number: 20
task-5-character-0-id: a1s3njxhehcip
task-5-character-1-alphabet: sylheti
task-5-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch20gcvl35.png
task-5-character-1-character-number: 20
task-5-character-1-id: a1qku9mccvl35
task-5-is-correct-answer: false
task-5-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235937351,"which":97}
task-5-keypress_before_show_prompt_count: 1
task-5-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-5-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-5-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-5-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-5-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-5-reaction-time: 339
task-5-time-of-doTask: 1298903133399
task-5-time-of-keypress: 1298903137351
task-5-time-of-showCharacters: 1298903137012
task-50-are-same: true
task-50-character-0-alphabet: korean
task-50-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5k37o9lruie29nt3pc.png
task-50-character-0-character-number: 29
task-50-character-0-id: a5379luit3pc
task-50-character-1-alphabet: korean
task-50-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aek0iobwrt7e29easth.png
task-50-character-1-character-number: 29
task-50-character-1-id: ae0ibwt7asth
task-50-is-correct-answer: true
task-50-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-50-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-50-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-50-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-50-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-50-reaction-time: -1
task-50-time-of-doTask: 1298903346837
task-50-time-of-showCharacters: 1298903347828
task-51-are-same: false
task-51-character-0-alphabet: inuktitut
task-51-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3i15nxduddk02g8j4x8.png
task-51-character-0-character-number: 02
task-51-character-0-id: a315xddd8j4x8
task-51-character-1-alphabet: sylheti
task-51-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh20zzw6q.png
task-51-character-1-character-number: 20
task-51-character-1-id: amynpl5xzw6q
task-51-is-correct-answer: true
task-51-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":32,"metaKey":false,"shiftKey":false,"timeStamp":1301236154416,"which":32}
task-51-keypress_before_show_prompt_count: 0
task-51-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-51-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-51-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-51-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-51-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-51-reaction-time: 743
task-51-time-of-doTask: 1298903352838
task-51-time-of-keypress: 1298903354416
task-51-time-of-showCharacters: 1298903353673
task-52-are-same: false
task-52-character-0-alphabet: korean
task-52-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge04xdstsd.png
task-52-character-0-character-number: 04
task-52-character-0-id: a2akud1gdstsd
task-52-character-1-alphabet: tagalog
task-52-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tm0aktg6ka05ujezd1.png
task-52-character-1-character-number: 05
task-52-character-1-id: a3m0kt6kjezd1
task-52-is-correct-answer: true
task-52-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236160730,"which":97}
task-52-keypress_before_show_prompt_count: 1
task-52-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-52-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-52-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-52-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-52-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-52-reaction-time: 992
task-52-time-of-doTask: 1298903355424
task-52-time-of-keypress: 1298903360730
task-52-time-of-showCharacters: 1298903359738
task-53-are-same: true
task-53-character-0-alphabet: myanmar
task-53-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-53-character-0-character-number: 32
task-53-character-0-id: a1umhcrj9zfdp
task-53-character-1-alphabet: myanmar
task-53-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avmlbykma6qn32ipb1s.png
task-53-character-1-character-number: 32
task-53-character-1-id: avlbkm6qpb1s
task-53-is-correct-answer: true
task-53-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-53-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-53-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-53-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-53-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-53-reaction-time: -1
task-53-time-of-doTask: 1298903361742
task-53-time-of-showCharacters: 1298903363201
task-54-are-same: false
task-54-character-0-alphabet: myanmar
task-54-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mstyvgajqn25bfl5kk.png
task-54-character-0-character-number: 25
task-54-character-0-id: a1stvgjqfl5kk
task-54-character-1-alphabet: myanmar
task-54-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn01zzw6q.png
task-54-character-1-character-number: 01
task-54-character-1-id: amynpl5xzw6q
task-54-is-correct-answer: true
task-54-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236169928,"which":102}
task-54-keypress_before_show_prompt_count: 0
task-54-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-54-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-54-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-54-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-54-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-54-reaction-time: 987
task-54-time-of-doTask: 1298903368212
task-54-time-of-keypress: 1298903369928
task-54-time-of-showCharacters: 1298903368941
task-55-are-same: false
task-55-character-0-alphabet: tagalog
task-55-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa05ooa9ge.png
task-55-character-0-character-number: 05
task-55-character-0-id: a1a25pyfoa9ge
task-55-character-1-alphabet: atemayar
task-55-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ayotvlelum06yv1c9h.png
task-55-character-1-character-number: 06
task-55-character-1-id: a1yovlluv1c9h
task-55-is-correct-answer: true
task-55-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236173695,"which":102}
task-55-keypress_before_show_prompt_count: 0
task-55-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-55-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-55-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-55-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-55-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-55-reaction-time: 1242
task-55-time-of-doTask: 1298903370936
task-55-time-of-keypress: 1298903373695
task-55-time-of-showCharacters: 1298903372453
task-56-are-same: true
task-56-character-0-alphabet: sylheti
task-56-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh2819duil.png
task-56-character-0-character-number: 28
task-56-character-0-id: a3209gno9duil
task-56-character-1-alphabet: sylheti
task-56-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h28mjbrov.png
task-56-character-1-character-number: 28
task-56-character-1-id: a2du3880jbrov
task-56-is-correct-answer: true
task-56-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-56-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-56-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-56-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-56-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-56-reaction-time: -1
task-56-time-of-doTask: 1298903374703
task-56-time-of-showCharacters: 1298903375763
task-57-are-same: true
task-57-character-0-alphabet: tagalog
task-57-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba05l7bv1.png
task-57-character-0-character-number: 05
task-57-character-0-id: asu813kb7bv1
task-57-character-1-alphabet: tagalog
task-57-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa05ipb1s.png
task-57-character-1-character-number: 05
task-57-character-1-id: avlbkm6qpb1s
task-57-is-correct-answer: true
task-57-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-57-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-57-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-57-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-57-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-57-reaction-time: -1
task-57-time-of-doTask: 1298903380774
task-57-time-of-showCharacters: 1298903381674
task-58-are-same: false
task-58-character-0-alphabet: inuktitut
task-58-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk01hg1ofp.png
task-58-character-0-character-number: 01
task-58-character-0-id: a2pfktghg1ofp
task-58-character-1-alphabet: tagalog
task-58-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca10zrkacw.png
task-58-character-1-character-number: 10
task-58-character-1-id: a1i92aacrkacw
task-58-is-correct-answer: true
task-58-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236188369,"which":102}
task-58-keypress_before_show_prompt_count: 0
task-58-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-58-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-58-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-58-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-58-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-58-reaction-time: 985
task-58-time-of-doTask: 1298903386686
task-58-time-of-keypress: 1298903388369
task-58-time-of-showCharacters: 1298903387384
task-59-are-same: false
task-59-character-0-alphabet: inuktitut
task-59-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk01x8zfbo.png
task-59-character-0-character-number: 01
task-59-character-0-id: a2qnqd7m8zfbo
task-59-character-1-alphabet: tagalog
task-59-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha02cehcip.png
task-59-character-1-character-number: 02
task-59-character-1-id: a1s3njxhehcip
task-59-is-correct-answer: true
task-59-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236192479,"which":102}
task-59-keypress_before_show_prompt_count: 0
task-59-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-59-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-59-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-59-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-59-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-59-reaction-time: 2154
task-59-time-of-doTask: 1298903389378
task-59-time-of-keypress: 1298903392479
task-59-time-of-showCharacters: 1298903390325
task-6-are-same: false
task-6-character-0-alphabet: inuktitut
task-6-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k038sfxpy.png
task-6-character-0-character-number: 03
task-6-character-0-id: a1z59eb5sfxpy
task-6-character-1-alphabet: inuktitut
task-6-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayi0bnjcugyk112dhix.png
task-6-character-1-character-number: 11
task-6-character-1-id: ay0bjcgydhix
task-6-is-correct-answer: true
task-6-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235940537,"which":97}
task-6-keypress_before_show_prompt_count: 0
task-6-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-6-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-6-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-6-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-6-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-6-reaction-time: 656
task-6-time-of-doTask: 1298903138359
task-6-time-of-keypress: 1298903140537
task-6-time-of-showCharacters: 1298903139881
task-60-are-same: false
task-60-character-0-alphabet: tagalog
task-60-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca10zrkacw.png
task-60-character-0-character-number: 10
task-60-character-0-id: a1i92aacrkacw
task-60-character-1-alphabet: atemayar
task-60-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aj8ts7egim25uyto4a.png
task-60-character-1-character-number: 25
task-60-character-1-id: a1j8s7giyto4a
task-60-is-correct-answer: true
task-60-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236198903,"which":102}
task-60-keypress_before_show_prompt_count: 0
task-60-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-60-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-60-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-60-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-60-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-60-reaction-time: 676
task-60-time-of-doTask: 1298903397015
task-60-time-of-keypress: 1298903398903
task-60-time-of-showCharacters: 1298903398227
task-61-are-same: false
task-61-character-0-alphabet: korean
task-61-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5k37o9lruie39nt3pc.png
task-61-character-0-character-number: 39
task-61-character-0-id: a5379luit3pc
task-61-character-1-alphabet: atemayar
task-61-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5t9eeb5m108sfxpy.png
